service_area,ldca_name,sdca_name,sdca_code,,Landline Numbering
UPE,ALLAHABAD,BHARWARI,5331,,
UPE,RAIBAREILLY,DALMAU-I (DALMAU),5317,,
UPE,RAIBAREILLY,DALMAU-II (LALGANJ),5315,,
UPE,RAIBAREILLY,SALON-II (JAIS),5313,,
UPE,RAIBAREILLY,SALON -I (SALON),5311,,
UPE,HAMIRPUR,MAUDAHA,5284,,
UPE,HAMIRPUR,CHARKHARI,5283,,
UPE,HAMIRPUR,HAMIRPUR,5282,,
UPE,HAMIRPUR,MAHOBA,5281,,
UPE,HAMIRPUR,RATH,5280,,
UPE,FAIZABAD,FAIZABAD,5278,,
UPE,FAIZABAD,AKBARPUR-II (JALALPUR),5275,,
UPE,FAIZABAD,TANDA-II (BASKHARI),5274,,
UPE,FAIZABAD,TANDAI-I (TANDA),5273,,
UPE,FAIZABAD,AKBARPUR-I (AKBARPUR),5271,,
UPE,FAIZABAD,BIKAPUR,5270,,
UPE,GONDA,UTRAULA,5265,,
UPE,GONDA,BALARAMPUR-II (TULSIPUR),5264,,
UPE,GONDA,BALARAMPUR-I (BALRAMPUR),5263,,
UPE,GONDA,GONDA,5262,,
UPE,GONDA,TARABGANJ-II (COLONELGANJ),5261,,
UPE,GONDA,TARABGANJ-I (TERABGANJ),5260,,
UPE,BAHRAICH,KAISARGANH-II (MAHASI),5255,,
UPE,BAHRAICH,NANPARAH-II (MIHINPURWA),5254,,
UPE,BAHRAICH,NANPARA-I (NANPARA),5253,,
UPE,BAHRAICH,BAHRAICH-I (BAHRAILH),5252,,
UPE,BAHRAICH,KAISARGANJ-I (KAISERGANJ),5251,,
UPE,BAHRAICH,BAHRAICH-II (BHINGA),5250,,
UPE,BARABANKI,BARABANKI,5248,,
UPE,BARABANKI,HAIDERGARH,5244,,
UPE,BARABANKI,RAMSANEHI GHAT,5241,,
UPE,BARABANKI,FATEHPUR,5240,,
UPE,LUCKNOW,MALIHABAD,5212,,
UPE,BANDA,KARVI -I (KARVI),5198,,
UPE,BANDA,MAU (RAJAPUR),5195,,
UPE,BANDA,KARVI-II (MANIKPUR),5194,,
UPE,BANDA,BANDA,5192,,
UPE,BANDA,NARAINI (ATTARRA),5191,,
UPE,BANDA,BABERU,5190,,
UPE,FATEHPUR,FATEHPUR-II (GAZIPUR),5183,,
UPE,FATEHPUR,KHAGA,5182,,
UPE,FATEHPUR,BINDKI,5181,,
UPE,FATEHPUR,FATEH-PUR-I (FATEHPUR),5180,,
UPE,JHANSI,MAURANIPUR,5178,,
UPE,JHANSI,LALITPUR-I (LALITPUR),5176,,
UPE,JHANSI,LALITPUR-II (TALBEHAT),5175,,
UPE,JHANSI,JHANSI,5174,,
UPE,JHANSI,MEHRAUN,5172,,
UPE,JHANSI,GARAUTH,5171,,
UPE,JHANSI,CHIRGAON (MOTH),5170,,
UPE,ORAI,JALAUN,5168,,
UPE,ORAI,KONCH,5165,,
UPE,ORAI,KALPI,5164,,
UPE,ORAI,ORAI,5162,,
UPE,UNNAO,SAFIPUR,5144,,
UPE,UNNAO,HASANGANJ,5143,,
UPE,UNNAO,PURWA (BIGHAPUR),5142,,
UPE,KANPUR,GHATAMPUR,5115,,
UPE,KANPUR,DERAPUR (JHINJAK),5114,,
UPE,KANPUR,BHOGNIPUR (PAKHRAYAN),5113,,
UPE,KANPUR,BILHAUR,5112,,
UPE,KANPUR,AKBARPUR,5111,,
KL,CANNANORE,UPPALA,4998,,
KL,CANNANORE,KANHANGAD,4997,,
KL,CANNANORE,KASARGODE,4994,,
KL,CANNANORE,PAYYANUR,4985,,
KL,CANNANORE,TALIPARAMBA,4982,,
KL,CALICUT (KOZHIKODE),KALPETTA,4936,,
KL,CALICUT (KOZHIKODE),MANANTHODY,4935,,
KL,CALICUT (KOZHIKODE),PERINTHALMANNA,4933,,
KL,CALICUT (KOZHIKODE),NILAMBUR,4931,,
KL,PALGHAT,SHORANUR,4926,,
KL,PALGHAT,MANNARGHAT,4924,,
KL,PALGHAT,KODUVAYUR,4923,,
KL,PALGHAT,ALATHUR,4922,,
KL,KAVARATHY,CHETLAT,4899,,
KL,KAVARATHY,KILTAN,4898,,
KL,KAVARATHY,KADAMATH,4897,,
KL,KAVARATHY,KAVARATHY,4896,,
KL,KAVARATHY,KALPENI,4895,,
KL,KAVARATHY,AGATHY,4894,,
KL,KAVARATHY,ANDROTH,4893,,
KL,KAVARATHY,MINICOY,4892,,
KL,KAVARATHY,AMINI,4891,,
KL,KAVARATHY,BITRA,4890,,
KL,TRICHUR,KUNNAMKULAM,4885,,
KL,TRICHUR,VADAKKANCHERY,4884,,
KL,ERNAKULAM,PEERMEDU,4869,,
KL,ERNAKULAM,NEDUMGANDAM,4868,,
KL,ERNAKULAM,MUNNAR,4865,,
KL,ERNAKULAM,ADIMALY,4864,,
KL,ERNAKULAM,THODUPUZHA,4862,,
KL,KOTTAYAM,VAIKOM,4829,,
KL,KOTTAYAM,KANJIRAPALLY,4828,,
KL,KOTTAYAM,PALAI,4822,,
KL,TIRUVALLA,RANNI,4735,,
KL,TIRUVALLA,ADOOR,4734,,
KL,TIRUVALLA,PATHANAMTHITTA,4733,,
KL,THIRUVANANTHAPURAM,NEDUMANDAD,4728,,
TN,NAGARCOIL,NAGERCOIL,4652,,
TN,NAGARCOIL,KUZHITHURAI,4651,,
TN,TUTICORIN,TIRUCHENDUR,4639,,
TN,TUTICORIN,VILATHIKULAM,4638,,
TN,TIRUNELVELLI,VALLIYOOR,4637,,
TN,TIRUNELVELLI,SANKARAN KOIL,4636,,
TN,TIRUNELVELLI,NANGUNERI,4635,,
TN,TIRUNELVELLI,AMBASAMUDRAM,4634,,
TN,TIRUNELVELLI,TENKASI,4633,,
TN,TUTICORIN,KOVILPATTI,4632,,
TN,TUTICORIN,SRIVAIKUNDAM,4630,,
TN,KARAIKUDI,TIRUPATHUR,4577,,
TN,KARAIKUDI,MUDUKULATHUR,4576,,
TN,KARAIKUDI,SIVAGANGA,4575,,
TN,KARAIKUDI,MANAMADURAI,4574,,
TN,KARAIKUDI,RAMESHWARAM,4573,,
TN,KARAIKUDI,RAMANATHPURAM,4567,,
TN,VIRUDHUNAGAR,ARUPPUKOTTAI,4566,,
TN,KARAIKUDI,KARAIKUDI,4565,,
TN,KARAIKUDI,PARAMAKUDI,4564,,
TN,VIRUDHUNAGAR,RAJAPALAYAM,4563,,
TN,VIRUDHUNAGAR,VIRUDHUNAGAR,4562,,
TN,KARAIKUDI,DEVAKOTTAI,4561,,
TN,MADURAI,CUMBUM,4554,,
TN,MADURAI,ODDANCHATRAM,4553,,
TN,MADURAI,USILIAMPATTI,4552,,
TN,MADURAI,VEDASANDUR,4551,,
TN,MADURAI,THIRUMANGLAM,4549,,
TN,MADURAI,THENI,4546,,
TN,MADURAI,PALANI,4545,,
TN,MADURAI,NATHAM,4544,,
TN,MADURAI,BATLAGUNDU,4543,,
TN,MADURAI,KODAIKANAL,4542,,
TN,THANJAVUR,PAPANASAM,4374,,
TN,THANJAVUR,PATTUKOTTAI,4373,,
TN,THANJAVUR,ORATHANAD,4372,,
TN,TRICHY,ARANTANGI,4371,,
TN,THANJAVUR,THIRURAIPOONDI,4369,,
TN,THANJAVUR,KARAIKAL,4368,,
TN,THANJAVUR,MANNARGUDI,4367,,
TN,THANJAVUR,TIRUVARUR,4366,,
TN,THANJAVUR,NAGAPATTINAM,4365,,
TN,THANJAVUR,MAYILADUTHURAI,4364,,
TN,THANJAVUR,THANJAVUR,4362,,
TN,DHARMAPURI,PALACODE,4348,,
TN,DHARMAPURI,DENKANIKOITAH,4347,,
TN,DHARMAPURI,HARUR,4346,,
TN,DHARMAPURI,HOSUR,4344,,
TN,DHARMAPURI,KRISHNAGIRI,4343,,
TN,DHARMAPURI,DHARMAPURI,4342,,
TN,DHARMAPURI,UTHANGARAI,4341,,
TN,TRICHY,KEERANUR,4339,,
TN,TRICHY,PONNAMARAVATHI,4333,,
TN,TRICHY,MANAPARAI,4332,,
TN,TRICHY,JAYAMKONDAN,4331,,
TN,TRICHY,ARIYALUR,4329,,
TN,TRICHY,PERAMBALUR,4328,,
TN,TRICHY,THURAIYURE,4327,,
TN,TRICHY,MUSIRI,4326,,
TN,TRICHY,KARUR,4324,,
TN,TRICHY,KULITHALAI,4323,,
TN,TRICHY,PUDUKKOTTAI,4322,,
TN,TRICHY,ARAVAKURICHI,4320,,
TN,SALEM,METTURDAM,4298,,
TN,COIMBATORE,AVANASHI,4296,,
TN,ERODE,SATHIYAMANGALAM,4295,,
TN,ERODE,PERUNDURAI,4294,,
TN,SALEM,VALAPADY,4292,,
TN,SALEM,OMALUR,4290,,
TN,SALEM,TIRUCHENGODE,4288,,
TN,SALEM,RASIPURAM,4287,,
TN,SALEM,NAMAKKAL,4286,,
TN,ERODE,GOBICHETTIPALAYAM,4285,,
TN,SALEM,SANKAGIRI,4283,,
TN,SALEM,ATTUR,4282,,
TN,SALEM,YERCAUD,4281,,
TN,SALEM,VELUR,4268,,
TN,OOTY,KOTAGIRI,4266,,
TN,OOTY,GUDALUR,4262,,
TN,COIMBATORE,POLLACHI,4259,,
TN,ERODE,DHARAMPURAM,4258,,
TN,ERODE,KANGAYAM,4257,,
TN,ERODE,BHAVANI,4256,,
TN,COIMBATORE,PALLADUM,4255,,
TN,COIMBATORE,METTUPALAYAM,4254,,
TN,COIMBATORE,ANAMALAI,4253,,
TN,COIMBATORE,UDUMALPET,4252,,
TN,ERODE,KODUMUDI,4204,,
TN,ERODE,MULANUR,4202,,
TN,VELLORE,CHENGAM,4188,,
TN,VELLORE,WANDIWASH,4183,,
TN,VELLORE,TIRUVETTIPURAM,4182,,
TN,VELLORE,POLUR,4181,,
TN,VELLORE,TIRUPATTUR,4179,,
TN,VELLORE,ARKONAM,4177,,
TN,VELLORE,TIRUVANNAMALAI,4175,,
TN,VELLORE,VANIYAMBADI,4174,,
TN,VELLORE,ARNI,4173,,
TN,VELLORE,RANIPET,4172,,
TN,VELLORE,GUDIYATHAM,4171,,
TN,CUDDALORE,ARAKANDANALLUR,4153,,
TN,CUDDALORE,KALLKURICHI,4151,,
TN,CUDDALORE,ULUNDURPET,4149,,
TN,CUDDALORE,TINDIVANAM,4147,,
TN,CUDDALORE,VILLUPURAM,4146,,
TN,CUDDALORE,GINGEE,4145,,
TN,CUDDALORE,CHIDAMBARAM,4144,,
TN,CUDDALORE,VIRUDHACHALAM,4143,,
TN,CUDDALORE,CUDDALORE,4142,,
TN,CHENGALPATTU (KANCHEEPURAM),PONNERI,4119,,
TN,CHENGALPATTU (KANCHEEPURAM),TIRUTTANI,4118,,
TN,CHENGALPATTU (KANCHEEPURAM),TIRUVELLORE,4116,,
TN,CHENGALPATTU (KANCHEEPURAM),MADURANTAGAM,4115,,
TN,CHENGALPATTU (KANCHEEPURAM),CHENGALPATTU,4114,,
TN,CHENGALPATTU (KANCHEEPURAM),KANCHEEPURAM,4112,,
TN,CHENGALPATTU (KANCHEEPURAM),SRIPERUMPUDUR,4111,,
NE,MANIPUR (IMPHAL),SADARHILLS (KANGPOKAI),3880,,
NE,MANIPUR (IMPHAL),BISHENPUR,3879,,
NE,MANIPUR (IMPHAL),CHAKPIKARONG,3878,,
NE,MANIPUR (IMPHAL),TAMENGLONG,3877,,
NE,MANIPUR (IMPHAL),JIRIBAM,3876,,
NE,MANIPUR (IMPHAL),CHURCHANDPUR,3874,,
NE,MANIPUR (IMPHAL),THINGHAT,3873,,
NE,MANIPUR (IMPHAL),CHANDEL,3872,,
NE,MANIPUR (IMPHAL),MAO (KORANG),3871,,
NE,MANIPUR (IMPHAL),UKHRURSOUTH (KASSEMKHULEN),3870,,
NE,NAGALAND (KOHIMA),MON,3869,,
NE,NAGALAND (KOHIMA),ZUENHEBOTO,3867,,
NE,NAGALAND (KOHIMA),PHEK,3865,,
NE,NAGALAND (KOHIMA),KIPHIRE,3863,,
NE,NAGALAND (KOHIMA),DIMAPUR,3862,,
NE,NAGALAND (KOHIMA),TUENGSANG,3861,,
NE,NAGALAND (KOHIMA),WOKHA,3860,,
NE,MANIPUR (IMPHAL),THONBAL,3848,,
NE,MANIPUR (IMPHAL),UKHRUL CENTRAL,3845,,
AS,SILCHAR,HAILAKANDI,3844,,
AS,SILCHAR,KARIMGANJ,3843,,
AS,SILCHAR,SILCHAR,3842,,
AS,SILCHAR,VDARBONDH,3841,,
NE,NAGALAND (KOHIMA),JALUKIE,3839,,
NE,MIZORAM (AIZWAL),AIZWAL-II (SERCHIP),3838,,
NE,MIZORAM (AIZWAL),KOLASIB,3837,,
NE,MIZORAM (AIZWAL),SAIHA-II (TUIPANG),3836,,
NE,MIZORAM (AIZWAL),SAIHA-I,3835,,
NE,MIZORAM (AIZWAL),DEMAGIRI,3834,,
NE,MIZORAM (AIZWAL),CHAMPA-I,3831,,
NE,MIZORAM (AIZWAL),CHAMPAI-II (CHIAPUI),3830,,
NE,TRIPURA (AGARTALA),AMBASA,3826,,
NE,TRIPURA (AGARTALA),KHOWAI,3825,,
NE,TRIPURA (AGARTALA),KAILSAHAR,3824,,
NE,TRIPURA (AGARTALA),BELONIA,3823,,
NE,TRIPURA (AGARTALA),DHARAM NAGAR,3822,,
NE,TRIPURA (AGARTALA),R.K.PUR,3821,,
NE,ARUNACHAL PRADESH (ZERO),SAGALEE,3809,,
NE,ARUNACHAL PRADESH (ZERO),CHANGLANG,3808,,
NE,ARUNACHAL PRADESH (ZERO),MIAO,3807,,
NE,ARUNACHAL PRADESH (ZERO),CHOWKHEM,3806,,
NE,ARUNACHAL PRADESH (ZERO),HAYULIANG,3805,,
NE,ARUNACHAL PRADESH (ZERO),TEZU,3804,,
NE,ARUNACHAL PRADESH (ZERO),ROING-I,3803,,
NE,ARUNACHAL PRADESH (ZERO),ROING-II (ARDA),3802,,
NE,ARUNACHAL PRADESH (ZERO),ANINI,3801,,
NE,ARUNACHAL PRADESH (ZERO),JAIRAMPUR,3800,,
NE,ARUNACHAL PRADESH (ZERO),TUTING,3799,,
NE,ARUNACHAL PRADESH (ZERO),MARIYANG,3798,,
NE,ARUNACHAL PRADESH (ZERO),PANGIN,3797,,
NE,ARUNACHAL PRADESH (ZERO),BASAR,3795,,
NE,ARUNACHAL PRADESH (ZERO),TAWANG,3794,,
NE,ARUNACHAL PRADESH (ZERO,MECHUKA,3793,,
NE,ARUNACHAL PRADESH (ZERO),DAPORIZO,3792,,
NE,ARUNACHAL PRADESH (ZERO),TALIHA,3791,,
NE,ARUNACHAL PRADESH (ZERO),TALI,3790,,
NE,ARUNACHAL PRADESH (ZERO),HURI,3789,,
NE,ARUNACHAL PRADESH (ZERO),KOLARING,3788,,
NE,ARUNACHAL PRADESH (ZERO),SEPPA,3787,,
NE,ARUNACHAL PRADESH (ZERO),KHONSA,3786,,
NE,ARUNACHAL PRADESH (ZERO),BAMENG,3785,,
NE,ARUNACHAL PRADESH (ZERO),NEFRA,3784,,
NE,ARUNACHAL PRADESH (ZERO),ALONG,3783,,
NE,ARUNACHAL PRADESH (ZERO),KALAKTUNG (BOMDILA),3782,,
NE,ARUNACHAL PRADESH (ZERO),DIRANG,3780,,
NE,ARUNACHAL PRADESH (ZERO),ROING-III (MARISO),3779,,
NE,ARUNACHAL PRADESH (ZERO),PAKKEKESANG,3778,,
NE,ARUNACHAL PRADESH (ZERO),YANGKIYANG,3777,,
AS,JORHAT,BOKAKHAT,3776,,
AS,JORHAT,MAJULI,3775,,
AS,JORHAT,GOLAGHAT,3774,,
AS,JORHAT,SIBSAGAR,3772,,
AS,JORHAT,MARIANI,3771,,
AS,TINSUKIA (DIBRUGARH),BIHUPURIA,3759,,
AS,TINSUKIA (DIBRUGARH),DHAKUAKHANA,3758,,
AS,TINSUKIA (DIBRUGARH),SADIYA,3756,,
AS,TINSUKIA (DIBRUGARH),MORANHAT,3754,,
AS,TINSUKIA (DIBRUGARH),DHEMAJI,3753,,
AS,TINSUKIA (DIBRUGARH),NORTH LAKHIMPUR,3752,,
AS,TINSUKIA (DIBRUGARH),DIGBOI,3751,,
AS,TEZPUR,GOHPUR,3715,,
AS,TEZPUR,RANGAPARA,3714,,
AS,TEZPUR,MANGALDOI,3713,,
AS,TEZPUR,TEZPUR,3712,,
AS,TEZPUR,UDALGURI,3711,,
AS,NAGAON,MORIGAON,3678,,
AS,NAGAON,BAITHALANGSHU,3677,,
AS,NAGAON,HOWRAGHAT,3676,,
AS,NAGAON,BOKAJAN,3675,,
AS,NAGAON,HOJAI,3674,,
AS,NAGAON,HAFLONG,3673,,
AS,NAGAON,NAGAON,3672,,
AS,NAGAON,DIPHU,3671,,
AS,NAGAON,MAIBONG,3670,,
AS,BONGAIGAON (KOKRAJHAR),ABHAYAPURI,3669,,
AS,BONGAIGAON (KOKRAJHAR),BIJNI,3668,,
AS,BONGAIGAON (KOKRAJHAR),BILASIPARA,3667,,
AS,GUWAHATI,BARPETA ROAD,3666,,
AS,GUWAHATI,TARABARIHAT,3665,,
AS,GUWAHATI,HAJO,3664,,
AS,BONGAIGAON (KOKRAJHAR),GOALPARA,3663,,
AS,BONGAIGAON (KOKRAJHAR),DHUBRI,3662,,
AS,BONGAIGAON (KOKRAJHAR),KOKRAJHAR,3661,,
NE,MEGHALAYA (SHILLONG),RESUBELPARA (MENDIPATHAR),3659,,
NE,MEGHALAYA (SHILLONG),WILLIAMNAGAR,3658,,
NE,MEGHALAYA (SHILLONG),MAIRANG,3657,,
NE,MEGHALAYA (SHILLONG),MAWKYRWAT,3656,,
NE,MEGHALAYA (SHILLONG),KHLIEHRIAT,3655,,
NE,MEGHALAYA (SHILLONG),NONGSTOIN,3654,,
NE,MEGHALAYA (SHILLONG),AMLAREN (DAWKI),3653,,
NE,MEGHALAYA (SHILLONG),JOWAI,3652,,
NE,MEGHALAYA (SHILLONG),TURA,3651,,
NE,MEGHALAYA (SHILLONG),DADENGIRI (PHULBARI),3650,,
NE,MEGHALAYA (SHILLONG),BAGHMARA,3639,,
NE,MEGHALAYA (SHILLONG),NONGPOH,3638,,
NE,MEGHALAYA (SHILLONG),CHERRAPUNJEE,3637,,
AS,GUWAHATI,NALBARI,3624,,
AS,GUWAHATI,BARAMA,3623,,
AS,GUWAHATI,BOKO,3621,,
WB,GANGTOK,GAUZING (NAYABAZAR),3595,,
WB,GANGTOK,GANGTOK,3592,,
WB,COOCHBEHAR,MEKHLIGANJ,3584,,
WB,COOCHBEHAR,MATHABHANGA,3583,,
WB,COOCHBEHAR,COOCHBEHAR,3582,,
WB,COOCHBEHAR,DINHATA,3581,,
WB,JALPAIGURI,KALCHINI,3566,,
WB,JALPAIGURI,NAGARAKATA,3565,,
WB,JALPAIGURI,ALIPURDUAR,3564,,
WB,JALPAIGURI,BIRPARA,3563,,
WB,JALPAIGURI,MAL BAZAR,3562,,
WB,JALPAIGURI,JALPAIGURI,3561,,
WB,DARJEELING (SILIGURI),KALIMPONG,3552,,
WB,BALURGHAT (RAIGANJ),ISLAMPUR (ND),3526,,
WB,BALURGHAT (RAIGANJ),DALKHOLA,3525,,
WB,BALURGHAT (RAIGANJ),HARIRAMPUR,3524,,
WB,BALURGHAT (RAIGANJ),RAIGANJ,3523,,
WB,BALURGHAT (RAIGANJ),BALURGHAT,3522,,
WB,BALURGHAT (RAIGANJ),GANGARAMPUR,3521,,
WB,MALDA,HARISHCHANDRAPUR,3513,,
WB,MALDA,MALDA,3512,,
WB,MALDA,BUBULCHANDI,3511,,
WB,BERHAMPUR,DHULIYAN,3485,,
WB,BERHAMPUR,KANDI,3484,,
WB,BERHAMPUR,MURSHIDABAD (JIAGANJ),3483,,
WB,BERHAMPUR,BERHAMPUR,3482,,
WB,BERHAMPUR,ISLAMPUR (M),3481,,
WB,KRISHNANAGAR,BETHUADAHARI,3474,,
WB,KRISHNANAGAR,RANAGHAT,3473,,
WB,KRISHNANAGAR,KRISHNA NAGAR,3472,,
WB,KRISHNANAGAR,KARIMPUR,3471,,
WB,SURI,NALHATI,3465,,
WB,SURI,BOLPUR,3463,,
WB,SURI,SURI,3462,,
WB,SURI,RAMPUR HAT,3461,,
WB,ASANSOL,KALNA,3454,,
WB,ASANSOL,KATWA,3453,,
WB,ASANSOL,GUSKARA,3452,,
WB,ASANSOL,SEHARABAZAR,3451,,
WB,PURULIA,JHALDA,3254,,
WB,PURULIA,MANBAZAR,3253,,
WB,PURULIA,PURULIA,3252,,
WB,PURULIA,ADRA,3251,,
WB,BANKURA,BISHNUPUR,3244,,
WB,BANKURA,KHATRA,3243,,
WB,BANKURA,BANKURA,3242,,
WB,BANKURA,GANGAJALGHATI,3241,,
WB,MIDNAPUR (KHARAGPUR),DANTAN,3229,,
WB,MIDNAPUR (KHARAGPUR),TAMLUK,3228,,
WB,MIDNAPUR (KHARAGPUR),AMLAGORA,3227,,
WB,MIDNAPUR (KHARAGPUR),GHATAL,3225,,
WB,MIDNAPUR (KHARAGPUR),HALDIA,3224,,
WB,MIDNAPUR (KHARAGPUR),NAYAGARH (KULTIKRI),3223,,
WB,MIDNAPUR (KHARAGPUR),KHARAGPUR,3222,,
WB,MIDNAPUR (KHARAGPUR),JHARGRAM,3221,,
WB,MIDNAPUR (KHARAGPUR),CONTAI,3220,,
WB,KOLKATA,CANNING,3218,,
WB,KOLKATA,BASIRHAT,3217,,
WB,KOLKATA,HABRA,3216,,
WB,KOLKATA,BONGOAN,3215,,
WB,KOLKATA,JAGATBALLAVPUR,3214,,
WB,KOLKATA,DHANIAKHALI,3213,,
WB,KOLKATA,CHAMPADANGA,3212,,
WB,KOLKATA,ARAMBAG,3211,,
WB,KOLKATA,KAKDWIP,3210,,
AN,ANDAMAN & NICOBAR,NICOBAR ISLANDS,3193,,
AN,ANDAMAN & NICOBAR,ANDAMAN ISLANDS,3192,,
WB,KOLKATA,DIAMOND HARBOUR,3174,,
RJ,JAISALMER,POKRAN-5 (PHALSOOND),3019,,
RJ,JAISALMER,JAISALMER-2 (SADHNA),3018,,
RJ,JAISALMER,POKRAN-2 (MADASAR),3017,,
RJ,JAISALMER,JAISALMER-14 (JHEENJANIYALI),3016,,
RJ,JAISALMER,JAISALMER-13 (MYAJLAR),3015,,
RJ,JAISALMER,JAISALMER-10 (KHURI),3014,,
RJ,JAISALMER,JAISALMER-9 (DHANAUA),3013,,
RJ,JAISALMER,JAISALMER-8 (MEHSANA),3012,,
RJ,JAISALMER,JAISALMER-6 (PASEWAR),3011,,
RJ,JAISALMER,JAISALMER-4 (SHAHGARH),3010,,
RJ,JAISALMER,JAISALMER-3 (NEHDAI),2999,,
RJ,JAISALMER,JAISALMER-5 (KHUIYALS),2998,,
RJ,JAISALMER,JAISALMER-7 (MOHARGARH),2997,,
RJ,JAISALMER,POKRAN-3 (LOHARKI),2996,,
RJ,JAISALMER,POKRAN-1 (NACHNA),2995,,
RJ,JAISALMER,POKRAN-4 (POKRAN),2994,,
RJ,JAISALMER,JAISALMER-12 (DEVIKOT),2993,,
RJ,JAISALMER,JAISALMER-11 (JAISALMER),2992,,
RJ,JAISALMER,JAISALMER-1 (RAMGARH),2991,,
RJ,SIROHI (ABU ROAD),BHINMAL (S) (JASAWANTPURA),2990,,
RJ,BARMER,CHOHTAN (N),2989,,
RJ,BARMER,PACHPADRA (W) (BALOTRA),2988,,
RJ,BARMER,SHEO (E),2987,,
RJ,BARMER,BARMER (SW) (DHORIMANNA),2986,,
RJ,BARMER,BARMER (W) (RAMSAR),2985,,
RJ,BARMER,BARMER (S) SINDARI,2984,,
RJ,BARMER,BARMER (E) (GUDDA),2983,,
RJ,BARMER,BARMER(C),2982,,
RJ,BARMER,SHEO (W) (HARSANI),2981,,
RJ,BARMER,PACHPADRA (E) (KORNA),2980,,
RJ,SIROHI (ABU ROAD),SANCHORE (E),2979,,
RJ,SIROHI (ABU ROAD),AHORE,2978,,
RJ,SIROHI (ABU ROAD),JALORE (W) (SAYLA),2977,,
RJ,SIROHI (ABU ROAD),SHEOGANJ (POSALIYAN),2976,,
RJ,SIROHI (ABU ROAD),REODAR,2975,,
RJ,SIROHI (ABU ROAD),ABU ROAD,2974,,
RJ,SIROHI (ABU ROAD),JALORE,2973,,
RJ,SIROHI (ABU ROAD),SIROHI,2972,,
RJ,SIROHI (ABU ROAD),PINDWARA,2971,,
RJ,SIROHI (ABU ROAD),SANCHORE (W) (HADECHA),2970,,
RJ,SIROHI (ABU ROAD),BHINMAL (N),2969,,
RJ,BANSWARA,BAGIDORA,2968,,
RJ,BANSWARA,ASPUR,2967,,
RJ,BANSWARA,SAGWARA,2966,,
RJ,BANSWARA,KUSHALGARH,2965,,
RJ,BANSWARA,DUNGARPUR,2964,,
RJ,BANSWARA,GERHI (PARTAPUR),2963,,
RJ,BANSWARA,BANSWARA,2962,,
RJ,BANSWARA,GHATOL,2961,,
RJ,PALI (MARWAR),SOJAT (SOJAT-CITY),2960,,
RJ,UDAIPUR,JHADOL,2959,,
RJ,UDAIPUR,KOTRA,2958,,
RJ,UDAIPUR,VALLABHNAGAR,2957,,
RJ,UDAIPUR,GOGUNDA,2956,,
RJ,UDAIPUR,MALVI (FATEHNAGAR),2955,,
RJ,UDAIPUR,KUMBALGARH (CHARBHUJAJI),2954,,
RJ,UDAIPUR,NATHDWARA,2953,,
RJ,UDAIPUR,RAJSAMAND (KANKORLI),2952,,
RJ,UDAIPUR,BHIM (N),2951,,
RJ,UDAIPUR,DHARIAWAD,2950,,
RJ,PALI (MARWAR),JAITARAN,2939,,
RJ,PALI (MARWAR),BALI (S),2938,,
RJ,PALI (MARWAR),RAIPUR,2937,,
RJ,PALI (MARWAR),PALI (N) (ROHAT),2936,,
RJ,PALI (MARWAR),MARWAR-Jn,2935,,
RJ,PALI (MARWAR),DESURI (RANI),2934,,
RJ,PALI (MARWAR),BALI (N)  (SUMERPUR),2933,,
RJ,PALI (MARWAR),PALI (S),2932,,
RJ,JODHPUR,JODHPUR (W) (JHANWAR),2931,,
RJ,JODHPUR,BILARA (S) (PIPARCITY),2930,,
RJ,JODHPUR,SHERGARH (N) (BALESAR),2929,,
RJ,JODHPUR,SHERGARH (N) (DEECHU),2928,,
RJ,JODHPUR,OSIAN (E) (DHANWARA),2927,,
RJ,JODHPUR,OSIAN (S) (MATHANIA),2926,,
RJ,JODHPUR,PHALODI (S),2925,,
RJ,JODHPUR,PHALODI (W) (BAROO),2924,,
RJ,JODHPUR,PHALODI (E) (LOHAWAT),2923,,
RJ,JODHPUR,OSIAN (N),2922,,
RJ,JODHPUR,PHALODI (N) (BAP),2921,,
RJ,JODHPUR,BILARA (N) (BHOPALGARH),2920,,
RJ,UDAIPUR,BHIM (S) (DAWER),2909,,
RJ,UDAIPUR,AMET,2908,,
RJ,UDAIPUR,KHERWARA,2907,,
RJ,UDAIPUR,SALUMBER,2906,,
RJ,UDAIPUR,SARADA (CHAWAND),2905,,
RJ,UDAIPUR,DEOGARH,2904,,
RJ,BARMER,CHOHTAN (S) (GANGASAR),2903,,
RJ,BARMER,BARMER (N) (KANOT),2902,,
RJ,BARMER,SIWANA (W),2901,,
RJ,BARMER,SIWANA (E) (SAMDARI),2900,,
GJ,JAMNAGAR,JAMJODHPUR,2898,,
GJ,JAMNAGAR,DHROL,2897,,
GJ,JAMNAGAR,BHANVAD,2896,,
GJ,JAMNAGAR,LALPUR,2895,,
GJ,JAMNAGAR,KALAWAD,2894,,
GJ,JAMNAGAR,JODIA,2893,,
GJ,JAMNAGAR,OKHA,2892,,
GJ,JAMNAGAR,JAMKALYANPUR,2891,,
GJ,JUNAGARH,MANGROL,2878,,
GJ,JUNAGARH,TALALA,2877,,
GJ,JUNAGARH,VERAVAL,2876,,
GJ,JUNAGARH,UNA-DIU,2875,,
GJ,JUNAGARH,MANAVADAR,2874,,
GJ,JUNAGARH,VISAVADAR,2873,,
